nd_id,P_inj,Q_inj,V_mag,V_angle
2447,0.000000,0.000000,0.000000,0.000000
2448,0.000000,0.000000,0.000000,0.000000
2449,0.000000,0.000000,0.000000,0.000000
2450,0.000000,0.000000,0.000000,0.000000
2451,0.000000,0.000000,0.000000,0.000000
2452,0.000000,0.000000,0.000000,0.000000
2453,0.000000,0.000000,0.000000,0.000000
2454,0.000000,0.000000,0.000000,0.000000
2455,0.000000,0.000000,0.000000,0.000000
2456,0.000000,0.000000,0.000000,0.000000
2457,0.000000,0.000000,0.000000,0.000000
2458,0.000000,0.000000,0.000000,0.000000
2459,0.000000,0.000000,0.000000,0.000000
1155,0.180221,0.173682,0.000000,0.000000
2460,0.000000,0.000000,0.000000,0.000000
2461,0.000000,0.000000,0.000000,0.000000
2462,0.000000,0.000000,0.000000,0.000000
2463,0.000000,0.000000,0.000000,0.000000
2464,0.000000,0.000000,0.000000,0.000000
2465,0.000000,0.000000,0.000000,0.000000
2466,0.000000,0.000000,0.000000,0.000000
2467,0.000000,0.000000,0.000000,0.000000
2468,0.000000,0.000000,0.000000,0.000000
2469,0.000000,0.000000,0.000000,0.000000
2470,0.000000,0.000000,0.000000,0.000000
2471,0.000000,0.000000,0.000000,0.000000
2472,0.000000,0.000000,0.000000,0.000000
2473,0.000000,0.000000,0.000000,0.000000
2474,0.000000,0.000000,0.000000,0.000000
1148,-3.275680,-0.394199,0.000000,0.000000
2475,0.000000,0.000000,0.000000,0.000000
2476,0.000000,0.000000,0.000000,0.000000
2477,0.000000,0.000000,0.000000,0.000000
2478,0.000000,0.000000,0.000000,0.000000
2479,0.000000,0.000000,0.000000,0.000000
2480,0.000000,0.000000,0.000000,0.000000
2481,0.000000,0.000000,0.000000,0.000000
2482,0.000000,0.000000,0.000000,0.000000
2483,0.000000,0.000000,0.000000,0.000000
2484,0.000000,0.000000,0.000000,0.000000
2485,0.000000,0.000000,0.000000,0.000000
2486,0.000000,0.000000,0.000000,0.000000
2487,0.000000,0.000000,0.000000,0.000000
2488,0.000000,0.000000,0.000000,0.000000
2489,-4.071491,0.338927,0.000000,0.000000
2490,0.000000,0.000000,0.000000,0.000000
2491,0.000000,0.000000,0.000000,0.000000
2492,0.000000,0.000000,0.000000,0.000000
2493,0.000000,0.000000,0.000000,0.000000
2494,0.000000,0.000000,0.000000,0.000000
2495,0.000000,0.000000,0.000000,0.000000
2496,0.000000,0.000000,0.000000,0.000000
1144,-3.179191,-0.001262,0.000000,0.000000
2497,0.000000,0.000000,0.000000,0.000000
2498,0.000000,0.000000,0.000000,0.000000
2499,0.000000,0.000000,0.000000,0.000000
2500,0.000000,0.000000,0.000000,0.000000
2501,0.000000,0.000000,0.000000,0.000000
2502,0.000000,0.000000,0.000000,0.000000
2503,0.000000,0.000000,0.000000,0.000000
2504,0.000000,0.000000,0.000000,0.000000
2505,0.000000,0.000000,0.000000,0.000000
2506,0.000000,0.000000,0.000000,0.000000
1152,0.233097,0.221061,0.000000,0.000000
2507,0.000000,0.000000,0.000000,0.000000
2508,0.000000,0.000000,0.000000,0.000000
2509,0.000000,0.000000,0.000000,0.000000
1151,-4.397012,-0.348742,0.000000,0.000000
2510,0.177121,0.181591,0.000000,0.000000
2511,0.000000,0.000000,0.000000,0.000000
2512,0.000000,0.000000,0.000000,0.000000
2513,0.000000,0.000000,0.000000,0.000000
2514,0.000000,0.000000,0.000000,0.000000
1149,0.185857,0.188015,0.000000,0.000000
2515,0.000000,0.000000,0.000000,0.000000
2516,0.000000,0.000000,0.000000,0.000000
1154,0.150727,0.150455,0.000000,0.000000
2517,0.000000,0.000000,0.000000,0.000000
2518,0.000000,0.000000,0.000000,0.000000
2519,0.000000,0.000000,0.000000,0.000000
2520,0.000000,0.000000,0.000000,0.000000
2521,0.000000,0.000000,0.000000,0.000000
1156,0.161111,0.158504,0.000000,0.000000
2522,0.000000,0.000000,0.000000,0.000000
2523,0.000000,0.000000,0.000000,0.000000
2524,0.000000,0.000000,0.000000,0.000000
2525,0.000000,0.000000,0.000000,0.000000
2526,0.000000,0.000000,0.000000,0.000000
2527,0.000000,0.000000,0.000000,0.000000
2528,0.000000,0.000000,0.000000,0.000000
2529,0.000000,0.000000,0.000000,0.000000
2530,0.000000,0.000000,0.000000,0.000000
2531,0.000000,0.000000,0.000000,0.000000
2532,0.000000,0.000000,0.000000,0.000000
2533,0.000000,0.000000,0.000000,0.000000
2534,0.000000,0.000000,0.000000,0.000000
2535,0.000000,0.000000,0.000000,0.000000
2536,0.000000,0.000000,0.000000,0.000000
2537,0.000000,0.000000,0.000000,0.000000
2538,0.000000,0.000000,0.000000,0.000000
2539,0.000000,0.000000,0.000000,0.000000
2540,0.000000,0.000000,0.000000,0.000000
2541,0.000000,0.000000,0.000000,0.000000
1153,-3.360383,0.488304,0.000000,0.000000
2542,0.000000,0.000000,0.000000,0.000000
2543,0.000000,0.000000,0.000000,0.000000
2544,0.000000,0.000000,0.000000,0.000000
2545,0.000000,0.000000,0.000000,0.000000
2546,0.000000,0.000000,0.000000,0.000000
2547,0.000000,0.000000,0.000000,0.000000
2548,0.000000,0.000000,0.000000,0.000000
2549,0.000000,0.000000,0.000000,0.000000
2550,0.000000,0.000000,0.000000,0.000000
1150,-4.823082,1.931298,0.000000,0.000000
2551,0.000000,0.000000,0.000000,0.000000
2552,0.000000,0.000000,0.000000,0.000000
1145,-4.240173,0.070579,0.000000,0.000000
2553,0.000000,0.000000,0.000000,0.000000
1143,0.224567,0.224718,0.000000,0.000000
2554,0.000000,0.000000,0.000000,0.000000
2555,0.000000,0.000000,0.000000,0.000000
2556,0.000000,0.000000,0.000000,0.000000
2557,0.000000,0.000000,0.000000,0.000000
1146,0.203611,0.196079,0.000000,0.000000
1147,-1.919998,0.123115,0.000000,0.000000
2558,0.000000,0.000000,0.000000,0.000000
2559,0.000000,0.000000,0.000000,0.000000
2560,0.000000,0.000000,0.000000,0.000000
2561,0.000000,0.000000,0.000000,0.000000
2562,0.000000,0.000000,0.000000,0.000000
2563,0.000000,0.000000,0.000000,0.000000
2564,0.000000,0.000000,0.000000,0.000000
2565,0.000000,0.000000,0.000000,0.000000
2566,0.000000,0.000000,0.000000,0.000000
2567,0.000000,0.000000,0.000000,0.000000
2568,0.000000,0.000000,0.000000,0.000000
2569,0.000000,0.000000,0.000000,0.000000
2570,0.000000,0.000000,0.000000,0.000000
2571,0.000000,0.000000,0.000000,0.000000
2572,0.000000,0.000000,0.000000,0.000000
275,0.000000,0.000000,0.000000,0.000000
276,0.000000,0.000000,0.000000,0.000000
382,0.000000,0.000000,0.000000,0.000000
107,0.000000,0.000000,0.000000,0.000000
277,0.000000,0.000000,0.000000,0.000000
108,0.000000,0.000000,0.000000,0.000000
